iter,HH_type,rate.vs.overall,rate.vs.non,rate.vs.mob
236,Between,0.170937347351527,0.330963800191255,0.421887921122919
237,Within,0.347106759592515,0.328445105850982,0.339642098095901
237,Between,0.09456108576893,0.149115558327928,0.243676644096858
238,Within,0.77587174867888,0.754118335164519,0.891889954088806
238,Between,0.21578050071727,0.204714834013821,0.341191390023034
239,Within,0.877387678412565,0.797625162193241,0.841131989221963
239,Between,0.170937347351527,0.0800132264198639,0.341874694703055
240,Within,0.783122886517,0.681606956783315,0.833880851383843
240,Between,0.267289314097987,0.244046765045988,0.377691422094982
241,Within,0.511329312518005,0.630763896463817,0.589708258232444
241,Between,0.0691023319080643,0.09456108576893,0.152752523165195
242,Within,0.740809710424949,0.655031743954692,0.826587676895206
242,Between,0.135526185435788,0.0715277089799991,0.237170824512628
243,Within,0.710611508135797,0.725113783812037,0.841131989221963
243,Between,0.32253561164501,0.326139361495792,0.441459356720824
244,Within,0.466541343538326,0.541187958504458,0.679284196191803
244,Between,-0.0414107788831573,-0.0903507902905251,0.0828215577663147
245,Within,0.906956371838506,0.877097725852053,0.914421033335119
245,Between,0.492422168303514,0.38914261240465,0.59385744641847
246,Within,0.935396781117528,0.826629713545723,0.812127437869482
246,Between,0.135140619404334,0.275686863584841,0.405421858213002
247,Within,0.848383127060084,0.877387678412565,0.884638816250686
247,Between,0.196396101212393,0.301868081493123,0.298231116655856
248,Within,0.601844440563991,0.746867197326398,0.616346716240232
248,Between,0.110656667034498,0.252666056395436,0.121722333737947
249,Within,0.703360370297676,0.761369473002639,0.913643367603167
249,Between,0.237170824512628,0.143055417959998,0.436695486404205
250,Within,0.739616059488278,0.638100129754593,0.717862645973917
250,Between,0.250950573771391,0.20003306604966,0.381881307912987
251,Within,0.668087203946883,0.597172919729057,0.783789457144388
251,Between,0.124902559423934,0.0362620333811421,0.314270955969898
252,Within,0.166418379994602,0.40356457148691,0.611587546480162
252,Between,0.176255996977658,0.153013447925659,0.395123333883981
253,Within,0.742733818913015,0.768860134151161,0.806183441634228
253,Between,0.254587538608658,0.203670030886926,0.236402714422325
254,Within,0.798718780137614,0.690481188436723,0.791254118641001
254,Between,0.379921223485108,0.247133223043711,0.387298334620742
255,Within,0.877097725852053,0.794986449389308,0.929350356328346
255,Between,-0.034019460445005,-0.123320544113143,0.223252709170345
256,Within,0.586624789480972,0.619908465479892,0.49509468048394
256,Between,0.278581603395786,0.124232336649472,0.293640068444207
257,Within,0.39769784454392,0.444485826254969,0.54585978662891
257,Between,0,0.0181848241863327,-0.0800132264198639
258,Within,0.505335172300164,0.381385035698237,0.438592791052972
258,Between,0.0301169300968417,0.0150584650484209,0.0715277089799991
259,Within,0.592647768339959,0.592647768339959,0.6940217287139
259,Between,0.180739222823013,0.202870556229912,0.118033778170131
260,Within,0.828577426124067,0.765127803402855,0.802451110885921
260,Between,0.214580925398726,0.258224503445924,0.560092584939047
261,Within,0.86963306435544,0.906956371838506,0.892027048845279
261,Between,0.091895621194947,0.122527494926596,0.282894363286405
262,Within,0.772592464899468,0.772592464899468,0.712875172926562
262,Between,-0.0376461626210521,0.00752923252421043,0.0865861740284199
263,Within,0.66062254245027,0.668087203946883,0.832309756872374
263,Between,0.38915523758752,0.396429167262053,0.458257569495584
264,Within,0.638100129754593,0.76862061084076,0.848383127060084
264,Between,0.29139588985751,0.322748612183951,0.444470945921899
265,Within,0.696109232459556,0.913643367603167,0.761369473002639
265,Between,0.0602338601936834,-0.0752923252421043,0.474341649025257
266,Within,0.62703156571551,0.697945849933336,0.436682697551873
266,Between,0.0929701962079955,0.0193687908766657,0.182066634240658
267,Within,0.884562387348666,0.806183441634228,0.82484509537576
267,Between,0.417872405093679,0.35387392863789,0.459283183976836
268,Within,0.696027690149282,0.610216057117179,0.429058165160517
268,Between,0.172382238802325,0.234362369607655,0.255668039571988
269,Within,0.828577426124067,0.757663141906242,0.854703741362213
269,Between,0.494627217868249,0.338237729865788,0.520085971729115
270,Within,0.709617722617583,0.639435750051009,0.764203701280474
270,Between,-0.0414107788831573,-0.105409255338946,-0.0338815463589469
271,Within,0.740809710424949,0.584849771388118,0.725213716521266
271,Between,0.389312696620981,0.164634722451659,0.455166585601645
272,Within,0.710611508135797,0.652602405430834,0.761369473002639
272,Between,0.181310166905711,0.0966987556830456,0.511697582156116
273,Within,0.493077372992185,0.652602405430834,0.790374024355121
273,Between,0.201809991643805,0.17658374268833,0.32253561164501
274,Within,0.503864651021392,0.485202997279859,0.585975927484138
274,Between,-0.108812389250589,-0.165985000551746,0.0811482224919649
275,Within,0.655031743954692,0.639435750051009,0.678425734810216
275,Between,0.142009389360939,0.171517833903471,0.461069445977073
276,Within,0.366505856736554,0.670627737858375,0.49907180491786
276,Between,0.451292827426311,0.493904167354976,0.650791373455968
277,Within,0.683016526940109,0.750198480409628,0.832309756872374
277,Between,0.131536869553552,0.0648674973140803,0.0468487480601691
278,Within,0.601844440563991,0.558337613535269,0.732364921650158
278,Between,0.35387392863789,0.387755474996837,0.485635497811573
279,Within,0.574778935239218,0.757663141906242,0.877097725852053
279,Between,0.407340061773853,0.549181690427248,0.654653670707977
280,Within,0.585975927484138,0.705410511429949,0.683016526940109
280,Between,0.25975852208526,0.350109312375785,0.602338601936834
281,Within,0.674355818945195,0.667104681107074,0.790374024355121
281,Between,0.184427778390829,0.00368855556781659,0.0977467225471396
282,Within,0.6940217287139,0.701819725665741,0.740809710424949
282,Between,-0.0509175077217316,-0.0400066132099319,0.0436435780471985
283,Within,0.717862645973917,0.674355818945195,0.833880851383843
283,Between,0.293640068444207,0.214583126939997,0.154349266746314
284,Within,0.559849612245991,0.705410511429949,0.619566904218897
284,Between,0.256354611963253,0.180739222823013,0.409429668027641
285,Within,0.710611508135797,0.819378575707602,0.812127437869482
285,Between,0.250950573771391,0.258224503445924,0.334600765028522
286,Within,0.710611508135797,0.601844440563991,0.812127437869482
286,Between,0.0903696114115064,0.031352722326441,0.258198889747161
287,Within,0.492667658776472,0.608369911973977,0.66062254245027
287,Between,0.047280542884465,0.0436435780471985,-0.0545544725589981
288,Within,0.848383127060084,0.812127437869482,0.826629713545723
288,Between,0.302183611509518,0.471406433954847,0.628541911939797
289,Within,0.797625162193241,0.841131989221963,0.841131989221963
289,Between,0.278581603395786,0.161878499270524,0.210818510677892
290,Within,0.833880851383843,0.833880851383843,0.899141091926926
290,Between,0.496929346597888,0.530810892956835,0.658807845868412
291,Within,0.791254118641001,0.798718780137614,0.877097725852053
291,Between,0.462914101952311,0.441608431987979,0.635296340754636
292,Within,0.803193686039681,0.725213716521266,0.849981667750731
292,Between,0.544263023634307,0.505525441880976,0.650791373455968
293,Within,0.740809710424949,0.764203701280474,0.631637753099167
293,Between,0.244700057036839,0.214583126939997,0.44046010266631
294,Within,0.328445105850982,0.496399989524779,0.731536826668095
294,Between,0.0497955001655239,0.145697944928755,-0.145697944928755
295,Within,0.884562387348666,0.82484509537576,0.813648103130841
295,Between,0.264875614032494,0.317129986868837,0.416233107765348
296,Within,0.652602405430834,0.638100129754593,0.877387678412565
296,Between,0.361478445646025,0.385454056836833,0.485045057167881
297,Within,0.794986449389308,0.776324795647775,0.828577426124067
297,Between,-0.105409255338946,-0.17317234805684,-0.109173871601051
298,Within,0.899141091926926,0.899141091926926,0.906392229765047
298,Between,0.160760964276326,0.0832858007696626,0.300216258588319
299,Within,0.949899056793769,0.957150194631889,0.928145643279408
299,Between,0.356422554052121,0.414613991448386,0.571003479450847
300,Within,0.604637581225671,0.593440588980751,0.686748857688416
300,Between,0.263731723098886,0.14016511157703,0.0903696114115064
301,Within,0.826629713545723,0.870136540574445,0.899141091926926
301,Between,0.338815463589469,0.372697009948416,0.568457055577887
302,Within,0.561455780532593,0.639435750051009,0.810991682991523
302,Between,0.421637021355784,0.402813940045258,0.323756998541048
303,Within,0.850971410613907,0.862168402858827,0.806183441634228
303,Between,0.156389488002461,0.0836501912571304,0.18912217153786
304,Within,0.746466149661322,0.724072165171482,0.735269157416402
304,Between,0.222112359464208,0.304933917230522,0.308698533492627
305,Within,0.850971410613907,0.85843607211052,0.929350356328346
305,Between,0.429161850797452,0.327326835353989,0.611010092660779
306,Within,0.783122886517,0.739616059488278,0.819378575707602
306,Between,0.490577890519606,0.381765501269017,0.654718613287444
307,Within,0.432950366803567,0.481470666531552,0.481470666531552
307,Between,0.307994389912685,0.197337722878187,0.365167001213842
308,Within,0.57283988921151,0.58009102704963,0.565588751373389
308,Between,0.0871595589449958,-0.14139217339966,0.242109885958322
309,Within,0.701678180681642,0.731536826668095,0.86963306435544
309,Between,-0.0752923252421043,-0.052704627669473,0.225876975726313
310,Within,0.428889832351286,0.608243762243642,0.772001698232315
310,Between,0.185485206700594,0.174574312188794,0.265498433120457
311,Within,0.833880851383843,0.783122886517,0.826629713545723
311,Between,0.291903737913361,0.299111237614926,0.445063106571606
312,Within,0.812127437869482,0.870136540574445,0.855634264898204
312,Between,-0.112938487863156,-0.282346219657891,-0.244700057036839
313,Within,0.761395472654548,0.697945849933336,0.768860134151161
313,Between,0.323689870516722,0.312778976004922,0.490990253030983
314,Within,0.818789679943364,0.826587676895206,0.873375658606256
314,Between,0.0387298334620742,0.0276641667586244,0.352257056726484
315,Within,0.810443200858753,0.829512452643665,0.829512452643665
315,Between,0.178894945039104,0.296928723209235,0.354101334510392
316,Within,0.724072165171482,0.765127803402855,0.888294718096973
316,Between,0.507176390574781,0.492422168303514,0.547750501820763
317,Within,0.492667658776472,0.533723297007845,0.556117281497685
317,Between,0.0691023319080643,0.141841628653395,0.247313608934125
318,Within,0.832309756872374,0.791254118641001,0.899491710341893
318,Between,0.184427778390829,0.202870556229912,0.333814278887401
319,Within,0.561455780532593,0.592647768339959,0.670627737858375
319,Between,0.0846114112226649,0.197426626186218,0.398882367192563
320,Within,0.612102242722284,0.697945849933336,0.854703741362213
320,Between,0.188116333958646,0.23791183412417,0.385454056836833
321,Within,0.6940217287139,0.678425734810216,0.655031743954692
321,Between,0.230534722988537,0.219469056285087,0.287707334289694
322,Within,0.572077553547355,0.629285308902091,0.696027690149282
322,Between,0.304933917230522,0.244700057036839,0.478106265287362
323,Within,0.717862645973917,0.667104681107074,0.804876300031361
323,Between,0.407585390243733,0.383609779052925,0.44262666813799
324,Within,0.600905250477364,0.619566904218897,0.839774418368987
324,Between,0.225876975726313,0.18070158058105,0.421637021355784
325,Within,0.681606956783315,0.703360370297676,0.761369473002639
325,Between,0.191804889526463,0.0977467225471396,0.269264556450611
326,Within,0.703360370297676,0.710611508135797,0.877387678412565
326,Between,0.214580925398726,0.334600765028522,0.323689870516722
327,Within,0.746867197326398,0.790374024355121,0.746867197326398
327,Between,0.326139361495792,0.385601234033699,0.374789984481353
328,Within,0.906956371838506,0.850971410613907,0.906956371838506
328,Between,0.09456108576893,0.10547198028073,0.109108945117996
329,Within,0.591146805332267,0.448127416945428,0.77230469728893
329,Between,0.184466196843155,0.109173871601051,0.323756998541048
330,Within,0.436687829303128,0.475677814062336,0.662829740906533
330,Between,0.290531863149986,0.315711291289651,0.460977222864644
331,Within,0.735269157416402,0.746466149661322,0.776324795647775
331,Between,0.272083113734059,0.376591859406744,0.385601234033699
332,Within,0.66062254245027,0.701678180681642,0.862168402858827
332,Between,0.272953112018427,0.0571726113011571,0.341191390023034
333,Within,0.506869801869702,0.452283823206811,0.600445765291801
333,Between,0.112500944818406,0.0774596669241483,0.14016511157703
334,Within,0.561455780532593,0.670627737858375,0.717415719569424
334,Between,0.410343172569468,0.350109312375785,0.417872405093679
335,Within,0.475677814062336,0.514667798821543,0.592647768339959
335,Between,0.228690445204628,0.330125723319585,0.309838667696593
336,Within,0.906956371838506,0.862168402858827,0.899491710341893
336,Between,0.270281238808668,0.246856864778583,0.291903737913361
337,Within,0.76862061084076,0.877387678412565,0.913643367603167
337,Between,0.250950573771391,0.236402714422325,0.581914373962646
338,Within,0.802451110885921,0.772592464899468,0.761395472654548
338,Between,0.169673556119563,0.15123077828048,0.485045057167881
339,Within,0.891889954088806,0.76862061084076,0.913643367603167
339,Between,0.344879945590851,0.354101334510392,0.658407168855261
340,Within,0.906956371838506,0.892027048845279,0.921885694831732
340,Between,0.181848241863327,0.243676644096858,0.265498433120457
341,Within,0.645351267592713,0.761369473002639,0.848383127060084
341,Between,0.459283183976836,0.598573985674729,0.557163206791572
342,Within,0.855634264898204,0.899141091926926,0.826629713545723
342,Between,0.334600765028522,0.225491819910525,0.538270795915448
343,Within,0.716607503674869,0.765127803402855,0.86963306435544
343,Between,0.523281660432625,0.53457550921894,0.53457550921894
344,Within,0.600445765291801,0.639435750051009,0.764203701280474
344,Between,0.146820034222103,0.195760045629471,0.391520091258942
345,Within,0.733011713473107,0.670627737858375,0.787597692135998
345,Between,0.352785589214854,0.323689870516722,0.305505046330389
346,Within,0.83604208762068,0.83604208762068,0.892027048845279
346,Between,0.432798815634718,0.425524885960185,0.618284022335312
347,Within,0.756405704328632,0.865577661654414,0.888971652509939
347,Between,0.59385744641847,0.555127612956396,0.813326502703557
348,Within,0.64723374700285,0.79539568908784,0.818789679943364
348,Between,0.421637021355784,0.44046010266631,0.511987811646309
349,Within,0.740809710424949,0.834385673847048,0.74860770737679
349,Between,-0.312463149754733,-0.225876975726313,-0.169407731794735
350,Within,0.63822855796043,0.776324795647775,0.906956371838506
350,Between,0.168508480626992,0.118149624347661,0.41255524567298
351,Within,0.63822855796043,0.653157880953656,0.850971410613907
351,Between,-0.101644639076841,-0.150584650484209,0.116703104125262
352,Within,0.511329312518005,0.518793974014619,0.608369911973977
352,Between,-0.0752923252421043,-0.0715277089799991,0
353,Within,0.690636276977598,0.653192141478812,0.761364088475303
353,Between,-0.044262666813799,-0.103279555898864,0.00368855556781659
354,Within,0.761369473002639,0.790374024355121,0.710611508135797
354,Between,0.252666056395436,0.130943722657489,0.271108834234519
355,Within,0.828577426124067,0.862168402858827,0.776324795647775
355,Between,0.0903507902905251,-0.00376461626210521,0.0903507902905251
356,Within,0.888971652509939,0.865577661654414,0.873375658606256
356,Between,0.327521614803154,0.338815463589469,0.387755474996837
357,Within,0.870136540574445,0.797625162193241,0.848383127060084
357,Between,0.474341649025257,0.61363245072315,0.719041706062096
358,Within,0.812127437869482,0.833880851383843,0.841131989221963
358,Between,-0.0184427778390829,-0.0165985000551746,0.230534722988537
359,Within,0.725113783812037,0.790374024355121,0.862885402736324
359,Between,0.290957186981323,0.258224503445924,0.320052905679456
360,Within,0.780057126396081,0.806183441634228,0.873365395103746
360,Between,0.163663417676994,0.330963800191255,0.312778976004922
361,Within,0.88083005660036,0.843506749117294,0.854703741362213
361,Between,0.631422582579303,0.538452386371307,0.654665131631302
362,Within,0.652602405430834,0.826629713545723,0.826629713545723
362,Between,0.464850981039978,0.472598497390644,0.55394741907264
363,Within,0.715096941934194,0.667423812471915,0.715096941934194
363,Between,-0.116382874792529,-0.0981980506061966,-0.0981980506061966
364,Within,0.485202997279859,0.511329312518005,0.694213519185029
364,Between,0.0188230813105261,0.0715277089799991,0.146820034222103
365,Within,0.797625162193241,0.761369473002639,0.804876300031361
365,Between,0.254064364480148,0.293705612838752,0.342356235824312
366,Within,0.862885402736324,0.870136540574445,0.913643367603167
366,Between,0.331286231065259,0.286110835919996,0.387755474996837
367,Within,0.500328510830306,0.471323959477824,0.645351267592713
367,Between,0.0941154065526303,0.0715277089799991,0.161878499270524
368,Within,0.813648103130841,0.914421033335119,0.899491710341893
368,Between,0.272953112018427,0.201026278446004,0.411273945811549
369,Within,0.630763896463817,0.604637581225671,0.712875172926562
369,Between,0.309900654026652,0.182066634240658,0.526831111845308
370,Within,0.839774418368987,0.843506749117294,0.850971410613907
370,Between,0.207215616419979,0.236045615226236,0.149555618807463
371,Within,0.567314273742604,0.414288713062034,0.683016526940109
371,Between,-0.18070158058105,-0.410343172569468,-0.161878499270524
372,Within,0.870136540574445,0.826629713545723,0.891889954088806
372,Between,0.189960611742554,0.143853667144847,0.385454056836833
373,Within,0.958398736710425,0.860697894618586,0.907222105138509
373,Between,0.152752523165195,0.20003306604966,0.312778976004922
374,Within,0.507579648668426,0.76862061084076,0.812127437869482
374,Between,0.0202870556229912,0.121722333737947,0.261887445314978
375,Within,0.652602405430834,0.638100129754593,0.841131989221963
375,Between,0.0464850981039978,-0.162697843363992,0.14139217339966
376,Within,0.709617722617583,0.655031743954692,0.787597692135998
376,Between,0.0221313334068995,-0.00737711113563317,0.217624778501179
377,Within,0.717862645973917,0.58734216488775,0.565588751373389
377,Between,0.0865861740284199,0.0263523138347365,0.248464673298944
378,Within,0.276192475374689,0.369500744082354,0.444147359048486
378,Between,0.210247667365545,0.114345222602314,0.145697944928755
379,Within,0.854703741362213,0.802451110885921,0.83604208762068
379,Between,0.342580079851574,0.240935440774734,0.4329308701421
380,Within,0.681606956783315,0.841131989221963,0.928145643279408
380,Between,0.145697944928755,0.177050667255196,0.402052556892008
381,Within,0.630848991916472,0.601844440563991,0.739616059488278
381,Between,-0.170097302225025,-0.465641364841006,-0.165844869669399
382,Within,0.787597692135998,0.787597692135998,0.849981667750731
382,Between,0.0363696483726654,0.192759136375127,0.454620604658318
383,Within,0.645693219457043,0.739001488164708,0.735269157416402
383,Between,0.280046292469524,0.280046292469524,0.0290957186981323
384,Within,0.697945849933336,0.66062254245027,0.750198480409628
384,Between,0.158113883008419,0.165643115532629,0.0602338601936834
385,Within,0.731536826668095,0.668087203946883,0.772592464899468
385,Between,0.294125381869264,0.310241841149771,0.737328012083223
386,Within,0.772001698232315,0.826587676895206,0.64723374700285
386,Between,0.132960789064188,0.310241841149771,0.225630429927106
387,Within,0.410556382313727,0.421753374558647,0.470273674286633
387,Between,0.271052370871575,0.184466196843155,0.342580079851574
388,Within,0.761369473002639,0.76862061084076,0.819378575707602
388,Between,0.408681487497647,0.400933971146981,0.577189968124639
389,Within,0.742733818913015,0.697945849933336,0.720339834423176
389,Between,0.323689870516722,0.47280542884465,0.429161850797452
390,Within,0.710611508135797,0.783122886517,0.928145643279408
390,Between,0.0793039447080566,0.201026278446004,0.14016511157703
391,Within,0.679284196191803,0.690481188436723,0.787521787892694
391,Between,0.25975852208526,0.255993905823155,0.342580079851574
392,Within,0.681606956783315,0.732364921650158,0.891889954088806
392,Between,0.312778976004922,0.469168464007384,0.436435780471985
393,Within,0.616346716240232,0.435068270287222,0.826629713545723
393,Between,0.116212745259994,0.133644657048994,0.185940392415991
394,Within,0.653192141478812,0.719759493476653,0.644871222479082
394,Between,0.293640068444207,0.323756998541048,0.538340125481045
395,Within,0.854703741362213,0.768860134151161,0.8472390798656
395,Between,0.28368325730679,0.385518272750253,0.723756002616041
396,Within,0.809915772382534,0.865900733607133,0.731536826668095
396,Between,0.285863056505785,0.315371501048318,0.348568501158667
397,Within,0.720339834423176,0.802451110885921,0.839774418368987
397,Between,-0.0129099444873581,-0.0534840557333405,0.0368855556781659
398,Within,0.623839756147325,0.701819725665741,0.888971652509939
398,Between,0.298773000993144,0.30246155656096,0.586480335282837
399,Within,0.779799695184157,0.772001698232315,0.803193686039681
399,Between,0.123566611521856,0.204714834013821,0.221313334068995
400,Within,0.8472390798656,0.85843607211052,0.906956371838506
400,Between,0.243676644096858,0.334600765028522,0.123656804467062
401,Within,0.862885402736324,0.833880851383843,0.935396781117528
401,Between,0.407340061773853,0.407340061773853,0.596462233311713
402,Within,0.49907180491786,0.421091835399445,0.779799695184157
402,Between,0.123656804467062,0.156389488002461,0.280046292469524
403,Within,0.384430067075581,0.436682697551873,0.630763896463817
403,Between,0.199524661891576,0.120467720387367,0.191995429367366
404,Within,0.41802104381034,0.515061643266312,0.612102242722284
404,Between,-0.127293769304329,-0.0836501912571304,-0.0545544725589981
405,Within,0.740809710424949,0.701819725665741,0.779799695184157
405,Between,-0.197337722878187,-0.0848367780597815,-0.0829925002758732
406,Within,0.652602405430834,0.57283988921151,0.855634264898204
406,Between,0.451848057057532,0.483200779383973,0.612300224257553
407,Within,0.399359390068807,0.600905250477364,0.817380433879147
407,Between,0.377691422094982,0.309900654026652,0.464850981039978
408,Within,0.803193686039681,0.772001698232315,0.74860770737679
408,Between,0.304090016763652,0.319585049464985,0.414492124760647
409,Within,0.828577426124067,0.850971410613907,0.86963306435544
409,Between,0.35053298935104,0.51975581179637,0.290096267049137
410,Within,0.507596981769699,0.541187958504458,0.724072165171482
410,Between,0.293640068444207,0.184466196843155,0.444224718928415
411,Within,0.679284196191803,0.608369911973977,0.731536826668095
411,Between,0.185940392415991,-0.013558153613666,0.28278434679932
412,Within,0.794986449389308,0.862168402858827,0.892027048845279
412,Between,-0.10547198028073,-0.10547198028073,-0.0290957186981323
413,Within,0.593440588980751,0.608369911973977,0.746466149661322
413,Between,0.0225876975726313,-0.0376461626210521,-0.143055417959998
414,Within,0.761369473002639,0.790374024355121,0.848383127060084
414,Between,0.269264556450611,0.285863056505785,0.416806779163274
415,Within,0.862168402858827,0.817380433879147,0.798718780137614
415,Between,0.403896834675916,0.333814278887401,0.69160416896561
416,Within,0.712875172926562,0.645693219457043,0.772592464899468
416,Between,0.432798815634718,0.261861468283191,0.530996866240915
417,Within,0.645351267592713,0.529333062182787,0.58734216488775
417,Between,0.466602279328798,0.437093834786266,0.466602279328798
418,Within,0.514830786506546,0.623597854078352,0.710611508135797
418,Between,-0.130943722657489,-0.0719268335724234,-0.0885253336275981
419,Within,0.884562387348666,0.914421033335119,0.929350356328346
419,Between,0.363696483726654,0.476442393681917,0.461894534332851
420,Within,0.809915772382534,0.862168402858827,0.85843607211052
420,Between,0.192759136375127,0.247313608934125,0.392792202424786
421,Within,0.62703156571551,0.526258635511232,0.62703156571551
421,Between,-0.0903507902905251,-0.289875452182101,-0.0225876975726313
422,Within,0.709142842178256,0.724072165171482,0.761395472654548
422,Between,-0.165643115532629,-0.101644639076841,0.120467720387367
423,Within,0.884638816250686,0.884638816250686,0.891889954088806
423,Between,0.398364001324191,0.444470945921899,0.74508822469895
424,Within,0.623299234967204,0.735269157416402,0.8472390798656
424,Between,0.210818510677892,0.248464673298944,0.474341649025257
425,Within,0.77587174867888,0.812127437869482,0.920894505441287
425,Between,0.241600389691986,0.130943722657489,0.374388390133384
426,Within,0.664354873198576,0.64942555020535,0.921885694831732
426,Between,0.267420278666703,0.182583500606921,0.381765501269017
427,Within,0.826629713545723,0.746867197326398,0.58009102704963
427,Between,-0.109173871601051,-0.120467720387367,0.135526185435788
428,Within,0.720339834423176,0.731536826668095,0.735269157416402
428,Between,0.280847467711653,0.207246062380323,0.342827598516983
429,Within,0.709617722617583,0.764203701280474,0.873375658606256
429,Between,0.331970001103493,0.317215778832227,0.553283335172488
430,Within,0.696109232459556,0.710611508135797,0.891889954088806
430,Between,0.446315223705807,0.416806779163274,0.568037557443754
431,Within,0.703360370297676,0.565588751373389,0.616346716240232
431,Between,0.493904167354976,0.311837533114318,0.668223285244968
432,Within,0.688858094621435,0.688858094621435,0.746867197326398
432,Between,0.410343172569468,0.380226242472627,0.508223195384204
433,Within,0.881173655558097,0.881173655558097,0.740809710424949
433,Between,0.0602338601936834,0.165643115532629,0.165643115532629
434,Within,0.653157880953656,0.783789457144388,0.906956371838506
434,Between,0.477667946032248,0.55143905738858,0.656562891071352
435,Within,0.235136837143316,0.23140450639501,0.488935328028166
435,Between,-0.0553283335172488,-0.0258198889747161,0.230534722988537
436,Within,0.798718780137614,0.839774418368987,0.817380433879147
436,Between,-0.26728775460947,-0.286110835919996,0.0451753951452626
437,Within,0.638100129754593,0.630848991916472,0.891889954088806
437,Between,0.284721225886986,0.364133268481316,0.331206323990984
438,Within,0.802451110885921,0.794986449389308,0.877097725852053
438,Between,-0.110656667034498,0.0221313334068995,0.0461069445977073
439,Within,0.803193686039681,0.79539568908784,0.834385673847048
439,Between,0.09456108576893,0.141841628653395,0.116382874792529
440,Within,0.82484509537576,0.780057126396081,0.850971410613907
440,Between,0.00553283335172488,-0.175206389471288,0.182583500606921
441,Within,0.739616059488278,0.754118335164519,0.674355818945195
441,Between,0.0828215577663147,0.0903507902905251,0.222112359464208
442,Within,0.761369473002639,0.812127437869482,0.790374024355121
442,Between,0.300913112540317,0.349563735525877,0.389204983884481
443,Within,0.66062254245027,0.683016526940109,0.877097725852053
443,Between,0.195493445094279,0.21578050071727,0.293240167641419
444,Within,0.551086475697148,0.609095578402111,0.804876300031361
444,Between,0.431924036549646,0.460977222864644,0.550073660897307
445,Within,0.832309756872374,0.843506749117294,0.82484509537576
445,Between,0.250950573771391,0.221854855073259,0.523722936566382
446,Within,0.61583457347059,0.64942555020535,0.809915772382534
446,Between,0.265352435010321,0.220804215993989,0.730203416050298
447,Within,0.772001698232315,0.686223731762058,0.74860770737679
447,Between,0.238138741027557,0.243676851284012,0.542734805132571
448,Within,0.742733818913015,0.641960888708737,0.776324795647775
448,Between,0.344879945590851,0.344879945590851,0.568037557443754
449,Within,0.66062254245027,0.739001488164708,0.865900733607133
449,Between,0.363696483726654,0.334600765028522,0.505538112380049
450,Within,0.655031743954692,0.787597692135998,0.888971652509939
450,Between,0.505332112790872,0.549594779604671,0.641808668800086
451,Within,0.612102242722284,0.612102242722284,0.727804495919789
451,Between,0.293640068444207,0.18070158058105,0.207053894415787
452,Within,0.841131989221963,0.623597854078352,0.819378575707602
452,Between,0.234362369607655,-0.0600432517176638,0.55394741907264
453,Within,0.703360370297676,0.761369473002639,0.848383127060084
453,Between,0.316227766016838,0.308698533492627,0.436695486404205
454,Within,0.88083005660036,0.88083005660036,0.892027048845279
454,Between,0.305505046330389,0.385518272750253,0.520085971729115
455,Within,0.548652620001071,0.656890211701963,0.750198480409628
455,Between,-0.225876975726313,-0.161878499270524,0.304933917230522
456,Within,0.794986449389308,0.794986449389308,0.862168402858827
456,Between,0.263731723098886,0.350412778942576,0.411273945811549
457,Within,0.491273807966019,0.491273807966019,0.389899847592078
457,Between,0.505332112790872,0.466602279328798,0.534840557333405
458,Within,0.703360370297676,0.681606956783315,0.761369473002639
458,Between,0.112938487863156,0.0865861740284199,0.195760045629471
459,Within,0.57283988921151,0.58734216488775,0.398812581096621
459,Between,0.108465228909328,0.040674460840998,0.172382238802325
460,Within,0.82484509537576,0.787521787892694,0.735269157416402
460,Between,0.500693962859993,0.459283183976836,0.560927823053677
461,Within,0.659853543268954,0.761369473002639,0.754118335164519
461,Between,0.357789890078209,0.365167001213842,0.595701724202379
462,Within,0.674355818945195,0.725113783812037,0.790374024355121
462,Between,0.274797389802336,0.311682945480502,0.32459288996786
463,Within,0.818789679943364,0.849981667750731,0.772001698232315
463,Between,0.414613991448386,0.370970413401187,0.443709710146518
464,Within,0.756405704328632,0.810991682991523,0.834385673847048
464,Between,0.127996952911577,0.184466196843155,0.237170824512628
465,Within,0.623597854078352,0.59459330272587,0.754118335164519
465,Between,0.0225876975726313,-0.0639984764557886,0.0715277089799991
466,Within,0.732364921650158,0.76862061084076,0.899141091926926
466,Between,-0.143853667144847,0.14016511157703,0.094058166979323
467,Within,0.6940217287139,0.779799695184157,0.787597692135998
467,Between,-0.0581914373962646,0.101835015443463,0.047280542884465
468,Within,0.477738335783246,0.287389467619609,0.496399989524779
468,Between,0.0941154065526303,0.0865861740284199,0.248464673298944
469,Within,0.753930811157935,0.787521787892694,0.921885694831732
469,Between,0.341874694703055,0.37824434307572,0.436435780471985
470,Within,0.739616059488278,0.652602405430834,0.797625162193241
470,Between,-0.247133223043711,-0.178894945039104,-0.145697944928755
471,Within,0.761369473002639,0.754118335164519,0.732364921650158
471,Between,0.127996952911577,0.052704627669473,0.237170824512628
472,Within,0.942647918955649,0.899141091926926,0.96440133247001
472,Between,0.0828215577663147,-0.0489400114073678,0.308698533492627
473,Within,0.877387678412565,0.826629713545723,0.855634264898204
473,Between,0.514553501710414,0.510864946142597,0.394675445756375
