iter,HH_type,rate.vs.overall,rate.vs.non,rate.vs.mob
54,Between,0.138204663816129,0.210943960561459,0.523722936566382
55,Within,0.536584200020908,0.667104681107074,0.804876300031361
55,Between,0.35387392863789,0.293640068444207,0.44798933519052
56,Within,0.709617722617583,0.756405704328632,0.826587676895206
56,Between,-0.152752523165195,-0.0327326835353989,0.0363696483726654
57,Within,0.754118335164519,0.645351267592713,0.761369473002639
57,Between,-0.174574312188794,-0.160026452839728,-0.127293769304329
58,Within,0.848383127060084,0.783122886517,0.899141091926926
58,Between,0.161878499270524,0.0602338601936834,0.319992382278943
59,Within,0.638100129754593,0.754118335164519,0.819378575707602
59,Between,0.290957186981323,0.280046292469524,0.276409327632257
60,Within,0.717862645973917,0.710611508135797,0.797625162193241
60,Between,0.276409327632257,0.330963800191255,0.349148624377588
61,Within,0.675551865443496,0.67181953469519,0.798718780137614
61,Between,0.181989367464503,0.297309362689535,0.171178117912156
62,Within,0.783122886517,0.855634264898204,0.877387678412565
62,Between,0.402052556892008,0.365167001213842,0.66947283555871
63,Within,0.776324795647775,0.809915772382534,0.82484509537576
63,Between,0.101644639076841,0.0225876975726313,0.399049323783153
64,Within,0.841131989221963,0.659853543268954,0.884638816250686
64,Between,0.44046010266631,0.53457550921894,0.602338601936834
65,Within,0.819378575707602,0.76862061084076,0.862885402736324
65,Between,0.109173871601051,0.25975852208526,0.271052370871575
66,Within,0.645693219457043,0.675551865443496,0.739001488164708
66,Between,0.130930734141595,0.17821127702606,0.243676644096858
67,Within,0.899491710341893,0.873365395103746,0.914421033335119
67,Between,0.43605373194465,0.477496855228646,0.600024350155242
68,Within,0.761369473002639,0.891889954088806,0.645351267592713
68,Between,-0.0376461626210521,0.0677630927178939,0.0790569415042095
69,Within,0.686223731762058,0.74860770737679,0.717415719569424
69,Between,0.100717712558662,-0.0736014053313298,0.114275866172328
70,Within,0.688858094621435,0.551086475697148,0.76862061084076
70,Between,-0.0793039447080566,0.0534840557333405,0.0682382780046069
71,Within,0.862168402858827,0.884562387348666,0.906956371838506
71,Between,0.143853667144847,0.230534722988537,0.483200779383973
72,Within,0.373233074830661,0.529990966259538,0.492667658776472
72,Between,0.110656667034498,0.00922138891954147,0.156763611632205
73,Within,0.746466149661322,0.802451110885921,0.843506749117294
73,Between,0.583515520626308,0.508223195384204,0.62116168324736
74,Within,0.561455780532593,0.54585978662891,0.553657783580751
74,Between,0.124232336649472,0.0188230813105261,0.218347743202102
75,Within,0.638100129754593,0.645351267592713,0.855634264898204
75,Between,0.130930734141595,0.123656804467062,0.18912217153786
76,Within,0.592647768339959,0.569253777484434,0.6940217287139
76,Between,0.331286231065259,0.26728775460947,0.425401637617889
77,Within,0.601844440563991,0.681606956783315,0.790374024355121
77,Between,0.287320222144057,0.170937347351527,0.221854855073259
78,Within,0.559849612245991,0.477738335783246,0.593440588980751
78,Between,0.213056699643323,0.0697276471559966,0.213056699643323
79,Within,0.541187958504458,0.507596981769699,0.608369911973977
79,Between,0.0376461626210521,-0.109173871601051,0.184466196843155
80,Within,0.428889832351286,0.460081820158652,0.772001698232315
80,Between,0.247133223043711,0.427872445866724,0.632587279880545
81,Within,0.630763896463817,0.753930811157935,0.873365395103746
81,Between,-0.289551612073602,-0.201026278446004,-0.536684835117313
82,Within,0.928145643279408,0.848383127060084,0.913643367603167
82,Between,0.463047800238941,0.263523138347365,0.730335554848411
83,Within,0.3915614432585,0.38431030542038,0.551086475697148
83,Between,0.35496936030205,0.421638732541522,0.309922487167272
84,Within,0.608369911973977,0.67181953469519,0.798718780137614
84,Between,0.53457550921894,0.489400114073678,0.545869358005256
85,Within,0.735269157416402,0.817380433879147,0.929350356328346
85,Between,0.20003306604966,0.436435780471985,0.450983639821051
86,Within,0.548652620001071,0.41802104381034,0.582243596735831
86,Between,-0.0232425490519989,-0.0232425490519989,0.153013447925659
87,Within,0.616346716240232,0.652602405430834,0.674355818945195
87,Between,0.511987811646309,0.511987811646309,0.602338601936834
88,Within,0.619750683009635,0.638819934794547,0.429058165160517
88,Between,-0.00752923252421043,-0.0602338601936834,0.289875452182101
89,Within,0.746466149661322,0.772592464899468,0.806183441634228
89,Between,0.470290834896615,0.512709223926506,0.595701724202379
90,Within,0.732364921650158,0.833880851383843,0.797625162193241
90,Between,0.532641749108308,0.484219771916643,0.674033922507967
91,Within,0.906392229765047,0.855634264898204,0.812127437869482
91,Between,0.480079358519183,0.512812042054582,0.760125650988707
92,Within,0.536584200020908,0.551086475697148,0.507579648668426
92,Between,0.181848241863327,0.196396101212393,0.323689870516722
93,Within,0.755539860149313,0.682891796673417,0.889938777579719
93,Between,-0.0922138891954147,-0.0221313334068995,0
94,Within,0.696109232459556,0.76862061084076,0.870136540574445
94,Between,0.390986890188558,0.199182000662096,0.514553501710414
95,Within,0.436687829303128,0.483475811014177,0.577051774436276
95,Between,0.0959024447632313,0.031352722326441,0.138320833793122
96,Within,0.764203701280474,0.764203701280474,0.857779664702572
96,Between,0.326437167751768,0.352257056726484,0.785662335944933
97,Within,0.779799695184157,0.779799695184157,0.888971652509939
97,Between,0.241600389691986,0.505332112790872,0.507176390574781
98,Within,0.854703741362213,0.843506749117294,0.839774418368987
98,Between,0.349148624377588,0.407340061773853,0.461894534332851
99,Within,0.828577426124067,0.806183441634228,0.884562387348666
99,Between,0.031352722326441,-0.0147542222712663,-0.0331970001103493
100,Within,0.574778935239218,0.653157880953656,0.776324795647775
100,Between,-0.0174319117889992,-0.027116307227332,0.302153137675985
101,Within,0.470273674286633,0.522526304762925,0.683016526940109
101,Between,0.410343172569468,0.395284707521047,0.560927823053677
102,Within,0.725113783812037,0.725113783812037,0.76862061084076
102,Between,-0.00774751635066629,-0.0329269444903317,0.185940392415991
103,Within,0.57283988921151,0.703360370297676,0.906392229765047
103,Between,0.500693962859993,0.511987811646309,0.463047800238941
104,Within,0.630848991916472,0.58009102704963,0.754118335164519
104,Between,0.0639984764557886,0.0451753951452626,0.240935440774734
105,Within,0.686223731762058,0.577051774436276,0.655031743954692
105,Between,0.0426113399286646,-0.0522957353669975,0.0581063726299972
106,Within,0.530263792725227,0.475677814062336,0.29632388416998
106,Between,0.125897140698327,0.164634722451659,0.377691422094982
107,Within,0.678425734810216,0.810991682991523,0.888971652509939
107,Between,0.361478445646025,0.337502834455218,0.396519723540283
108,Within,0.335909767347595,0.585975927484138,0.712875172926562
108,Between,-0.229659544747233,-0.0523784926616497,0.217572200286853
109,Within,0.855634264898204,0.76862061084076,0.76862061084076
109,Between,0.318300070790025,0.165193707625203,0.40291148201269
110,Within,0.740561790975978,0.794647764474224,0.765524547975168
110,Between,0.256354611963253,0.284018778721877,0.429716723650632
111,Within,0.690481188436723,0.780057126396081,0.906956371838506
111,Between,0.142009389360939,0.143853667144847,0.245288945259803
112,Within,0.701678180681642,0.742733818913015,0.821112764627454
112,Between,0.207246062380323,0.244046765045988,0.0794120425943295
113,Within,0.496399989524779,0.593440588980751,0.399359390068807
113,Between,0.312463149754733,0.158113883008419,0.293640068444207
114,Within,0.828577426124067,0.821112764627454,0.86963306435544
114,Between,0.0263523138347365,0.0112938487863156,0.188230813105261
115,Within,0.477738335783246,0.641960888708737,0.724072165171482
115,Between,-0.0254587538608658,0.00363696483726654,0.00363696483726654
116,Within,0.839774418368987,0.83604208762068,0.765127803402855
116,Between,-0.135526185435788,-0.131761569173682,0.195760045629471
117,Within,0.630763896463817,0.772592464899468,0.854703741362213
117,Between,0.387755474996837,0.350109312375785,0.602338601936834
118,Within,0.757203628975438,0.840412818972739,0.665673519978407
118,Between,0.189814150591324,0.207246062380323,0.244046765045988
119,Within,0.601844440563991,0.601844440563991,0.761369473002639
119,Between,0.195760045629471,0.154349266746314,0.248464673298944
120,Within,0.833880851383843,0.819378575707602,0.913643367603167
120,Between,0.392831167972466,0.3780769457012,0.704514113452968
121,Within,0.928145643279408,0.884638816250686,0.906392229765047
121,Between,0.287707334289694,0.354101334510392,0.387298334620742
122,Within,0.76862061084076,0.703360370297676,0.826629713545723
122,Between,0.00737711113563317,0.0848367780597815,0.169673556119563
123,Within,0.3956270593205,0.421753374558647,0.653157880953656
123,Between,0.142009389360939,0.0239756111908078,0.112500944818406
124,Within,0.584849771388118,0.764203701280474,0.826587676895206
124,Between,0.274816987133681,0.244700057036839,0.252229289561049
125,Within,0.761369473002639,0.841131989221963,0.884638816250686
125,Between,0.443545311075645,0.383502059357981,0.613990670790304
126,Within,0.790374024355121,0.790374024355121,0.891889954088806
126,Between,0.165643115532629,0.218347743202102,0.229641591988418
127,Within,0.6940217287139,0.74860770737679,0.857779664702572
127,Between,-0.0716645262436632,-0.174319117889992,0.441608431987979
128,Within,0.709617722617583,0.779799695184157,0.701819725665741
128,Between,0.372697009948416,0.489400114073678,0.500693962859993
129,Within,0.742733818913015,0.742733818913015,0.83604208762068
129,Between,-0.027116307227332,-0.195624787854324,0.0368007026656649
130,Within,0.790374024355121,0.833880851383843,0.935396781117528
130,Between,-0.0571726113011571,-0.0165985000551746,0.0368855556781659
131,Within,0.819378575707602,0.725113783812037,0.826629713545723
131,Between,-0.0581914373962646,-0.130930734141595,0.00727392967453308
132,Within,0.819378575707602,0.783122886517,0.812127437869482
132,Between,0.247313608934125,0.243676644096858,0.309142011167656
133,Within,0.655031743954692,0.608243762243642,0.810991682991523
133,Between,0.20918294146799,0.19756166694199,0.286658104974653
134,Within,0.686748857688416,0.750198480409628,0.828577426124067
134,Between,-0.040291148201269,-0.0040291148201269,0.177281052085584
135,Within,0.826587676895206,0.881173655558097,0.881173655558097
135,Between,0.35496936030205,0.326139361495792,0.385601234033699
136,Within,0.877097725852053,0.86963306435544,0.903224041090199
136,Between,0.381881307912987,0.320052905679456,0.651016705870711
137,Within,0.549180653982186,0.640710762979217,0.649031681978947
137,Between,0.532641749108308,0.648854494368302,0.749572206926964
138,Within,0.891889954088806,0.754118335164519,0.761369473002639
138,Between,0.185339281725837,-0.0201455741006345,0.173251937265457
139,Within,0.675551865443496,0.552384950749378,0.806183441634228
139,Between,0.294125381869264,0.390824137552309,0.40291148201269
140,Within,0.619566904218897,0.600905250477364,0.653157880953656
140,Between,-0.16229644498393,-0.16229644498393,-0.0534840557333405
141,Within,0.659853543268954,0.797625162193241,0.862885402736324
141,Between,0.296928723209235,0.188116333958646,0.510864946142597
142,Within,0.746867197326398,0.674355818945195,0.870136540574445
142,Between,0.445063106571606,0.396412483586046,0.49911935433334
143,Within,0.873365395103746,0.809915772382534,0.735269157416402
143,Between,0.120467720387367,0.0677630927178939,-0.237170824512628
144,Within,0.62703156571551,0.612102242722284,0.850971410613907
144,Between,-0.0405741112459825,0.00368855556781659,0.219469056285087
145,Within,0.794986449389308,0.828577426124067,0.862168402858827
145,Between,0.218867336906323,0.131707777961327,0.228551732344656
146,Within,0.553657783580751,0.54585978662891,0.491273807966019
146,Between,0.0202870556229912,0.031352722326441,0.0405741112459825
147,Within,0.668087203946883,0.809915772382534,0.780057126396081
147,Between,0.319060056616135,0.315371501048318,0.514553501710414
148,Within,0.369500744082354,0.459076682041713,0.697945849933336
148,Between,0.0424183890298908,0.0774596669241483,0.07561538914024
149,Within,0.674355818945195,0.77587174867888,0.942647918955649
149,Between,0.451848057057532,0.52930772398168,0.608611668689737
150,Within,0.459076682041713,0.604637581225671,0.809915772382534
150,Between,0.271108834234519,0.274797389802336,0.21578050071727
151,Within,0.843506749117294,0.899491710341893,0.877097725852053
151,Between,0.609867834461045,0.655043229606307,0.734100171110517
152,Within,0.804876300031361,0.797625162193241,0.819378575707602
152,Between,-0.243444667475895,-0.232379000772445,-0.0682382780046069
153,Within,0.449570545963463,0.493077372992185,0.427817132449102
153,Between,-0.0040291148201269,-0.0201455741006345,0.257863348488122
154,Within,0.355305754067898,0.333552340553537,0.725113783812037
154,Between,0.236067556340262,0.298773000993144,0.599390279770195
155,Within,0.637381684122952,0.618771999914983,0.865350315670578
155,Between,0.044262666813799,0.186272056174738,0.394675445756375
156,Within,0.619566904218897,0.634496227212124,0.813648103130841
156,Between,0.232765749585059,0.236402714422325,0.243676644096858
157,Within,0.688858094621435,0.333552340553537,0.667104681107074
157,Between,0.27697370953632,0.104591470733995,0.0387375817533315
158,Within,0.514667798821543,0.79539568908784,0.678425734810216
158,Between,0.0697276471559966,0.102654591646328,-0.0619801308053303
159,Within,0.62703156571551,0.62703156571551,0.664354873198576
159,Between,-0.144582706891271,-0.163718653391586,-0.00850486511125124
160,Within,0.705410511429949,0.690481188436723,0.828577426124067
160,Between,-0.166571601539325,-0.0832858007696626,0.118149624347661
161,Within,0.667104681107074,0.790374024355121,0.761369473002639
161,Between,0.0829925002758732,-0.00737711113563317,0.0295084445425327
162,Within,0.731536826668095,0.746466149661322,0.731536826668095
162,Between,0.245983644133655,0.228551732344656,0.530704870020641
163,Within,0.343111865881029,0.35090986283287,0.35090986283287
163,Between,0.32459288996786,0.236067556340262,0.494266446087423
164,Within,0.656890211701963,0.697945849933336,0.765127803402855
164,Between,0.210943960561459,0.156389488002461,0.341874694703055
165,Within,0.584849771388118,0.54585978662891,0.639435750051009
165,Between,0.176255996977658,0.176255996977658,0.437734673812645
166,Within,0.362556891906019,0.471323959477824,0.449570545963463
166,Between,0.296928723209235,0.239756111908078,0.385454056836833
167,Within,0.656890211701963,0.533723297007845,0.604637581225671
167,Between,-0.0350412778942576,-0.105123833682773,0.236067556340262
168,Within,0.791254118641001,0.877097725852053,0.903224041090199
168,Between,0.319992382278943,0.455518567714731,0.470577032763152
169,Within,0.776324795647775,0.641960888708737,0.746466149661322
169,Between,0.165643115532629,0.188230813105261,0.647513997082097
170,Within,0.530263792725227,0.538061789677068,0.577051774436276
170,Between,0.362196389393649,0.238236127782988,0.478409134653644
171,Within,0.710611508135797,0.77587174867888,0.862885402736324
171,Between,0.0752923252421043,-0.101644639076841,0.327521614803154
172,Within,0.683016526940109,0.653157880953656,0.768860134151161
172,Between,0.184466196843155,0.210818510677892,0.207053894415787
173,Within,0.442319408125343,0.725113783812037,0.688858094621435
173,Between,0.040291148201269,0,0.249805118847868
174,Within,0.657352600978677,0.540859734982456,0.694796736477463
174,Between,0.0489400114073678,-0.00376461626210521,0.0752923252421043
175,Within,0.14816194208499,0.319717875025504,0.358707859784712
175,Between,0.184466196843155,0.105409255338946,0.218347743202102
176,Within,0.833880851383843,0.913643367603167,0.928145643279408
176,Between,0.400066132099319,0.476442393681917,0.658290635545244
177,Within,0.750198480409628,0.765127803402855,0.82484509537576
177,Between,-0.00193687908766657,0.0116212745259994,0.162697843363992
178,Within,0.623597854078352,0.667104681107074,0.77587174867888
178,Between,0.254587538608658,0.250950573771391,0.429161850797452
179,Within,0.910688702586813,0.86963306435544,0.888294718096973
179,Between,0.38915523758752,0.301868081493123,0.490990253030983
180,Within,0.725113783812037,0.725113783812037,0.688858094621435
180,Between,0.204714834013821,0.158607889416113,0.30246155656096
181,Within,0.892027048845279,0.892027048845279,0.906956371838506
181,Between,0.455518567714731,0.387755474996837,0.560927823053677
182,Within,0.870136540574445,0.739616059488278,0.862885402736324
182,Between,0.21499357873099,0.0890964380326624,0.309900654026652
183,Within,0.920894505441287,0.870136540574445,0.833880851383843
183,Between,0.37824434307572,0.38915523758752,0.28368325730679
184,Within,0.88083005660036,0.757663141906242,0.765127803402855
184,Between,0.323689870516722,0.312778976004922,0.47280542884465
185,Within,0.696109232459556,0.76862061084076,0.870136540574445
185,Between,-0.0165985000551746,0.0129099444873581,0.164140722767838
186,Within,0.725113783812037,0.688858094621435,0.841131989221963
186,Between,0.466602279328798,0.568037557443754,0.715579780156418
187,Within,0.216475183401783,0.130631576190731,0.574778935239218
187,Between,0.319992382278943,0.222112359464208,0.44798933519052
188,Within,0.466541343538326,0.496399989524779,0.589708258232444
188,Between,0.520085971729115,0.530996866240915,0.534633831078181
189,Within,0.675551865443496,0.630763896463817,0.753930811157935
189,Between,0.169407731794735,0.105409255338946,0.25975852208526
190,Within,0.731536826668095,0.742733818913015,0.86963306435544
190,Between,0.330963800191255,0.480079358519183,0.58918830363718
191,Within,0.61583457347059,0.641960888708737,0.690481188436723
191,Between,0.265921578128375,0.253834233667995,0.318300070790025
192,Within,0.709142842178256,0.8472390798656,0.761395472654548
192,Between,0.0890964380326624,0.112338987084661,0.170445359714658
193,Within,0.797625162193241,0.761369473002639,0.826629713545723
193,Between,0.0110656667034498,-0.0553283335172488,0.230534722988537
194,Within,0.529333062182787,0.696109232459556,0.717862645973917
194,Between,0.398364001324191,0.311682945480502,0.566193279659846
195,Within,0.405495841495762,0.49907180491786,0.79539568908784
195,Between,0.500693962859993,0.387755474996837,0.670101694654728
196,Within,0.85843607211052,0.813648103130841,0.862168402858827
196,Between,0.210818510677892,0.387755474996837,0.696454008489464
197,Within,0.772001698232315,0.873375658606256,0.849981667750731
197,Between,0.307994389912685,0.414962501379366,0.746932502482859
198,Within,0.559849612245991,0.459076682041713,0.750198480409628
198,Between,-0.0327326835353989,0.0800132264198639,0.09456108576893
199,Within,0.593440588980751,0.485202997279859,0.914421033335119
199,Between,0.176936964318945,0.150584650484209,0.417872405093679
200,Within,0.834385673847048,0.803193686039681,0.834385673847048
200,Between,0.0590168890850654,0.0903696114115064,0.127255167089672
201,Within,0.783789457144388,0.727804495919789,0.843506749117294
201,Between,0.143853667144847,0.22684616742072,0.147542222712663
202,Within,0.802451110885921,0.787521787892694,0.899491710341893
202,Between,0.276409327632257,0.301868081493123,0.545544725589981
203,Within,0.725113783812037,0.804876300031361,0.652602405430834
203,Between,0.233406208250523,0.319992382278943,0.342580079851574
204,Within,0.810991682991523,0.733011713473107,0.849981667750731
204,Between,0.174319117889992,0.249857402308988,0.255668039571988
205,Within,0.548652620001071,0.794986449389308,0.888294718096973
205,Between,0.348568501158667,0.376232667917292,0.588324613066746
206,Within,0.688858094621435,0.717862645973917,0.754118335164519
206,Between,-0.10547198028073,-0.163663417676994,-0.0363696483726654
207,Within,0.732364921650158,0.891889954088806,0.877387678412565
207,Between,0.478106265287362,0.455518567714731,0.670101694654728
208,Within,0.804876300031361,0.891889954088806,0.804876300031361
208,Between,0.569442451773972,0.476472255565977,0.6953395924723
209,Within,0.574778935239218,0.679284196191803,0.705410511429949
209,Between,0.202870556229912,0.0774596669241483,0.372544112349475
210,Within,0.727804495919789,0.798718780137614,0.936815017824959
210,Between,0.38915523758752,0.47280542884465,0.527359901403648
211,Within,0.64723374700285,0.756405704328632,0.834385673847048
211,Between,-0.278910588623987,-0.340890719429317,-0.108465228909328
212,Within,0.710611508135797,0.754118335164519,0.841131989221963
212,Between,0.221630615823108,0.183791242389894,0.48290248000482
213,Within,0.891889954088806,0.920894505441287,0.877387678412565
213,Between,0.323458807640318,0.265352435010321,0.288594984062319
214,Within,0.696109232459556,0.754118335164519,0.739616059488278
214,Between,0.0752923252421043,0.0263523138347365,0.237170824512628
215,Within,0.742733818913015,0.582243596735831,0.768860134151161
215,Between,0.271052370871575,0.207053894415787,0.304933917230522
216,Within,0.569253777484434,0.6940217287139,0.826587676895206
216,Between,-0.0516397779494322,0.0276641667586244,0.0387298334620742
217,Within,0.732364921650158,0.601844440563991,0.761369473002639
217,Between,0.0909241209316635,0.236402714422325,0.301868081493123
218,Within,0.623597854078352,0.674355818945195,0.848383127060084
218,Between,0.15123077828048,0.0534840557333405,0.330125723319585
219,Within,0.544920289252765,0.735269157416402,0.817380433879147
219,Between,0.338237729865788,0.287320222144057,0.320052905679456
220,Within,0.733011713473107,0.725213716521266,0.561455780532593
220,Between,0.131761569173682,0.218347743202102,0.00752923252421043
221,Within,0.772592464899468,0.772592464899468,0.806183441634228
221,Between,0.27277236279499,0.261861468283191,0.338237729865788
222,Within,0.732364921650158,0.616346716240232,0.797625162193241
222,Between,0.360059518889387,0.370970413401187,0.545544725589981
223,Within,0.804876300031361,0.855634264898204,0.891889954088806
223,Between,0.407340061773853,0.305505046330389,0.581914373962646
224,Within,0.601844440563991,0.638100129754593,0.841131989221963
224,Between,0.493164730335783,0.365167777424206,0.662572462130518
225,Within,0.171555932940514,0.460081820158652,0.226141911603405
225,Between,0.0914272999459509,0.187107032447527,0.172223518502838
226,Within,0.63822855796043,0.731536826668095,0.783789457144388
226,Between,-0.145697944928755,0.0184427778390829,0.206559111797729
227,Within,0.460081820158652,0.35090986283287,0.64723374700285
227,Between,0.188116333958646,0.0977467225471396,0.300617278777052
228,Within,0.374303853688395,0.577051774436276,0.733011713473107
228,Between,-0.0691023319080643,0.141841628653395,0.20003306604966
229,Within,0.682315357977868,0.794647764474224,0.832091899973009
229,Between,0.0331970001103493,0.0829925002758732,0.129099444873581
230,Within,0.787597692135998,0.725213716521266,0.818789679943364
230,Between,0.0436435780471985,0.265498433120457,0.334600765028522
231,Within,0.589708258232444,0.61583457347059,0.798718780137614
231,Between,0.163663417676994,0.163663417676994,0.232765749585059
232,Within,0.474006005034939,0.544920289252765,0.8472390798656
232,Between,0.485045057167881,0.573570390795479,0.807793669351832
233,Within,0.762804666496902,0.722848231585159,0.864511955363156
233,Between,0.408681487497647,0.389312696620981,0.596558759001305
234,Within,0.655031743954692,0.655031743954692,0.787597692135998
234,Between,0.127834019785994,0.0755382844189963,0.06779076806833
235,Within,0.819378575707602,0.746867197326398,0.848383127060084
235,Between,0.363696483726654,0.261861468283191,0.512812042054582
236,Within,0.653157880953656,0.61583457347059,0.921885694831732
