cluster,mobile,non-mobile,not known,Gene,Human,Poultry,Dog,Stored water,Household soil,Human.pct,Poultry.pct,Dog.pct,Stored water.pct,Household soil.pct,V2,total
Cluster 10249,0,1,2,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,PmrF,3
Cluster 1025,0,3,1,,1,0,0,0,2,0.757575757575758,0,0,0,5.26315789473684,acrD,4
Cluster 10250,2,0,2,,4,0,0,0,0,3.03030303030303,0,0,0,0,PmrF,4
Cluster 10251,1,0,3,,3,1,0,0,0,2.27272727272727,0.900900900900901,0,0,0,PmrF,4
Cluster 10252,2,0,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,PmrF,2
Cluster 10253,13,6,5,,15,4,0,0,2,11.3636363636364,3.6036036036036,0,0,5.26315789473684,PmrF,24
Cluster 10254,2,2,0,,4,0,0,0,0,3.03030303030303,0,0,0,0,PmrF,4
Cluster 10255,1,0,3,,2,0,0,1,1,1.51515151515152,0,0,5.26315789473684,2.63157894736842,PmrF,4
Cluster 10256,4,2,1,,5,0,0,1,0,3.78787878787879,0,0,5.26315789473684,0,PmrF,7
Cluster 10257,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,EC-18,1
Cluster 10258,21,3,4,,10,15,2,0,0,7.57575757575758,13.5135135135135,11.7647058823529,0,0,PmrF,28
Cluster 10259,1,1,1,,2,0,0,0,1,1.51515151515152,0,0,0,2.63157894736842,PmrF,3
Cluster 1026,0,4,0,,1,0,1,0,2,0.757575757575758,0,5.88235294117647,0,5.26315789473684,mdtF,4
Cluster 10260,2,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,2
Cluster 10261,0,3,0,,1,0,0,2,0,0.757575757575758,0,0,10.5263157894737,0,SHV-1,3
Cluster 10262,0,3,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,PmrF,3
Cluster 10263,1,0,1,,2,0,0,0,0,1.51515151515152,0,0,0,0,PmrF,2
Cluster 10264,1,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,2
Cluster 10265,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10266,1,1,0,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,PmrF,2
Cluster 10267,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10268,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 10269,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 1027,0,3,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,mdtF,3
Cluster 10270,0,2,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,2
Cluster 10271,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10272,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10273,8,4,3,,10,0,1,2,0,7.57575757575758,0,5.88235294117647,10.5263157894737,0,PmrF,15
Cluster 10274,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10275,1,4,3,,3,1,0,1,1,2.27272727272727,0.900900900900901,0,5.26315789473684,2.63157894736842,PmrF,8
Cluster 10276,1,1,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,PmrF,2
Cluster 10277,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10278,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10279,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrE,1
Cluster 1028,0,2,1,,3,0,0,0,0,2.27272727272727,0,0,0,0,acrD,3
Cluster 10280,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10281,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10282,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10283,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10284,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10285,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10286,0,2,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,PmrF,2
Cluster 10287,2,0,1,,2,0,0,0,0,1.51515151515152,0,0,0,0,PmrF,3
Cluster 10288,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10289,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 1029,0,1,7,,1,1,0,0,4,0.757575757575758,0.900900900900901,0,0,10.5263157894737,mdtF,8
Cluster 10290,0,0,2,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,PmrF,2
Cluster 10291,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10292,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrD,1
Cluster 10293,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 10294,3,1,0,,0,2,1,0,1,0,1.8018018018018,5.88235294117647,0,2.63157894736842,PmrF,4
Cluster 10295,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 10296,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 10297,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 10298,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 10299,1,0,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,PmrF,1
Cluster 103,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 1030,0,0,4,,1,1,0,0,2,0.757575757575758,0.900900900900901,0,0,5.26315789473684,acrD,4
Cluster 10300,1,0,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,PmrF,2
Cluster 10301,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10302,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10303,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10304,16,3,3,,3,12,0,0,7,2.27272727272727,10.8108108108108,0,0,18.4210526315789,PmrF,22
Cluster 10305,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10306,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10307,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10308,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10309,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 1031,0,2,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,2
Cluster 10310,0,1,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,2
Cluster 10311,1,0,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,PmrF,2
Cluster 10312,1,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,2
Cluster 10313,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10314,1,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,2
Cluster 10315,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10316,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10317,3,0,0,,0,2,0,1,0,0,1.8018018018018,0,5.26315789473684,0,PmrF,3
Cluster 10318,3,1,3,,0,6,0,0,0,0,5.4054054054054,0,0,0,PmrF,7
Cluster 10319,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 1032,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 10320,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10321,3,1,0,,0,4,0,0,0,0,3.6036036036036,0,0,0,PmrF,4
Cluster 10322,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10323,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10324,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10325,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10326,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10327,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 10328,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10329,1,0,2,,0,2,0,0,0,0,1.8018018018018,0,0,0,PmrF,3
Cluster 1033,0,1,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,acrD,2
Cluster 10330,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 10331,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 10332,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10333,0,0,2,,0,2,0,0,0,0,1.8018018018018,0,0,0,emrY,2
Cluster 10334,2,0,0,,0,2,0,0,0,0,1.8018018018018,0,0,0,PmrF,2
Cluster 10335,0,0,2,,0,2,0,0,0,0,1.8018018018018,0,0,0,PmrF,2
Cluster 10336,1,0,1,,0,2,0,0,0,0,1.8018018018018,0,0,0,PmrF,2
Cluster 10337,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10338,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10339,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 1034,0,2,0,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,acrD,2
Cluster 10340,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10341,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10342,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10343,2,1,1,,0,2,0,0,1,0,1.8018018018018,0,0,2.63157894736842,PmrF,4
Cluster 10344,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtM,1
Cluster 10345,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 10346,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10347,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10348,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10349,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 1035,0,3,1,,1,0,0,0,3,0.757575757575758,0,0,0,7.89473684210526,mdtF,4
Cluster 10350,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 10351,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10352,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 10353,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 10354,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10355,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10356,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10357,2,0,0,,0,1,0,0,1,0,0.900900900900901,0,0,2.63157894736842,PmrF,2
Cluster 10358,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 10359,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 1036,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 10360,1,0,2,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,3
Cluster 10361,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10362,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,eptA,1
Cluster 10363,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10364,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10365,1,0,1,,0,0,0,1,1,0,0,0,5.26315789473684,2.63157894736842,PmrF,2
Cluster 10366,2,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,2
Cluster 10367,2,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,2
Cluster 10368,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10369,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 1037,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10370,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10371,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10372,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 10373,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10374,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10375,0,1,1,,0,0,0,0,2,0,0,0,0,5.26315789473684,PmrF,2
Cluster 10376,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10377,1,0,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,PmrF,1
Cluster 10378,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,PmrF,1
Cluster 10379,1,0,1,,0,0,0,2,0,0,0,0,10.5263157894737,0,PmrF,2
Cluster 1038,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10380,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,PmrF,1
Cluster 10381,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,YojI,1
Cluster 10382,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtB,1
Cluster 10383,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtO,1
Cluster 10384,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtA,1
Cluster 10385,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptB,1
Cluster 10386,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 10387,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 10388,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,cpxA,1
Cluster 10389,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 1039,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10390,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrK,1
Cluster 10391,0,0,2,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,2
Cluster 10392,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 10393,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Kpne_KpnG,1
Cluster 10394,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 10395,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 10396,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtF,1
Cluster 10397,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtF,1
Cluster 10398,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,ugd,1
Cluster 10399,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrY,1
Cluster 104,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 1040,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10400,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtA,1
Cluster 10401,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 10402,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 10403,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 10404,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 10405,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 10406,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 10407,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtM,1
Cluster 10408,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,EC-15,1
Cluster 10409,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 1041,0,2,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,2
Cluster 10410,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,EC-13,1
Cluster 10411,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtP,1
Cluster 10412,0,1,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtO,1
Cluster 10413,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,cpxA,1
Cluster 10414,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10415,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtN,1
Cluster 10416,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 10417,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 10418,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 10419,0,0,4,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,ugd,4
Cluster 1042,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 10420,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 10421,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtM,1
Cluster 10422,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,Eclo_acrA,1
Cluster 10423,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtH,1
Cluster 10424,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,YojI,1
Cluster 10425,0,0,2,,1,0,0,0,0,0.757575757575758,0,0,0,0,ugd,2
Cluster 10426,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 10427,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtE,1
Cluster 10428,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,OmpA,1
Cluster 10429,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,Ecol_ampC_BLA,1
Cluster 1043,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10430,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,emrA,1
Cluster 10431,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 10432,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtE,1
Cluster 10433,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtG,1
Cluster 10434,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 10435,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 10436,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 10437,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 10438,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 10439,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 1044,0,17,0,,4,4,2,5,1,3.03030303030303,3.6036036036036,11.7647058823529,26.3157894736842,2.63157894736842,mdtF,17
Cluster 10440,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 10441,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 10442,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 10443,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 10444,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,Ecol_ampC_BLA,1
Cluster 10445,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 10446,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtB,1
Cluster 10447,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 10448,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 10449,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_mdfA,1
Cluster 1045,0,1,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,2
Cluster 10450,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 10451,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 10452,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 10453,0,1,1,,1,1,0,0,0,0.757575757575758,0.900900900900901,0,0,0,baeS,2
Cluster 10454,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 10455,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 10456,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 10457,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 10458,0,1,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,EC-5,1
Cluster 10459,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emeA,1
Cluster 1046,0,2,0,,2,0,0,0,0,1.51515151515152,0,0,0,0,mdtF,2
Cluster 10460,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 10461,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_ampC_BLA,1
Cluster 10462,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 10463,0,1,0,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtC,1
Cluster 10464,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,emrA,1
Cluster 10465,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 10466,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 10467,1,0,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 10468,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 10469,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 1047,0,3,0,,3,0,0,0,0,2.27272727272727,0,0,0,0,acrD,3
Cluster 10470,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 10471,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 10472,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtG,1
Cluster 10473,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtB,1
Cluster 10474,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 10475,0,0,2,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtG,2
Cluster 10476,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 10477,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 10478,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtM,1
Cluster 10479,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 1048,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10480,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 10481,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emeA,1
Cluster 10482,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 10483,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Eclo_acrA,1
Cluster 10484,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtE,1
Cluster 10485,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,baeS,1
Cluster 10486,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,acrD,1
Cluster 10487,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 10488,0,3,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,3
Cluster 10489,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrA,1
Cluster 1049,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 10490,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 10491,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtC,1
Cluster 10492,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,1
Cluster 10493,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 10494,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 10495,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 10496,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 10497,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 10498,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 10499,0,0,2,,0,0,0,0,1,0,0,0,0,2.63157894736842,AcrE,2
Cluster 105,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 1050,0,21,0,,5,12,0,1,2,3.78787878787879,10.8108108108108,0,5.26315789473684,5.26315789473684,acrD,21
Cluster 10500,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,Ecol_acrA,1
Cluster 10501,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtA,1
Cluster 10502,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msbA,1
Cluster 10503,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,emrA,1
