C1011_straingst	1147620538	57729570	95167	110.331	91.493									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Shig_flexneri_STEFF_16.fa.gz	46675	46615	95167	0.947	199.559	186.776	0.839	0.947	0.921	45.942	76.736	0.655	0.712
1	Esch_coli_UPEC-774U_190308.fa.gz	49071	24878	51038	0.986	18.321	17.766	0.265	0.986	0.501	3.753	3.917	0.128	0.255
2	Esch_coli_GSH8M-2.fa.gz	45888	9695	26503	0.561	50.867	27.807	0.222	0.561	0.662	41.798	2.409	0.026	0.039
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1019_straingst	1862093383	71422684	84744	197.742	89.993									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Z0117EC0056.fa.gz	50477	50414	84744	0.947	239.737	223.297	0.683	0.947	0.617	41.843	61.47	0.358	0.58
1	Esch_coli_2018-02-2CC.fa.gz	44497	18712	36999	0.83	203.117	167.076	0.594	0.83	0.899	48.15	16.94	0.305	0.34
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1020_straingst	1489180319	56321774	74829	183.881	92.397									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_DEC5E.fa.gz	53677	53632	74829	0.962	247.778	231.759	0.93	0.962	0.858	92.397	85.888	0.711	0.829
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1021_straingst	3148921965	108980037	88650	319.476	89.94									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_S50.fa.gz	46646	46557	88650	0.962	554.323	522.912	0.876	0.962	0.985	77.72	78.804	0.768	0.779
1	Esch_coli_SCU-105.fa.gz	50553	24667	43884	0.716	48.317	33.872	0.243	0.716	0.183	12.22	2.711	0.016	0.089
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1024_straingst	4255001414	144102176	97593	395.044	90.608									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_RIVM_C018249.fa.gz	48626	48558	97593	0.963	642.898	608.096	0.779	0.963	0.734	67.758	70.622	0.511	0.695
1	Esch_coli_S50.fa.gz	46646	20448	50852	0.92	263.634	235.519	0.583	0.92	1.138	22.85	11.652	0.398	0.454
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1030_straingst	1661660302	64668925	93368	157.781	88.656									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_EcPF7.fa.gz	49054	48968	93368	0.983	206.042	200.31	0.673	0.983	0.571	28.916	59.662	0.365	0.638
1	Esch_coli_H2_GCF_001900795.1.fa.gz	43749	20928	45253	0.918	148.808	133.069	0.593	0.918	0.687	17.791	17.203	0.315	0.459
2	Esch_coli_ATCC_8739.fa.gz	46447	7238	26043	0.483	126.379	59.387	0.226	0.483	0.884	41.949	2.661	0.023	0.025
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1031_straingst	1719968824	72078706	62880	244.187	89.272									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_81.fa.gz	46235	46176	62880	0.914	318.158	284.908	0.875	0.914	1.017	89.272	78.079	0.657	0.668
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1033_straingst	1224850756	60057361	89393	114.952	83.895									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_WP8-S18-ESBL-07.fa.gz	47916	47857	89393	0.95	182.755	170.685	0.809	0.95	0.768	59.496	67.856	0.533	0.694
1	Esch_coli_NCTC9087.fa.gz	45206	18906	43915	0.917	54.377	49.419	0.48	0.917	0.832	18.524	7.699	0.308	0.371
2	Esch_coli_SC475.fa.gz	46535	9575	26572	0.857	16.341	13.739	0.131	0.857	0.747	5.875	1.095	0.062	0.083
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1034_straingst	1839228640	65898234	86309	178.045	83.551									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_WP7-S17-ESBL-04.fa.gz	45767	45697	86309	0.946	279.027	258.538	0.785	0.946	0.828	63.555	65.567	0.55	0.664
1	Esch_coli_DE17.fa.gz	48345	24401	43090	0.671	71.076	47.17	0.352	0.671	0.795	19.996	6.33	0.085	0.106
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1038_straingst	2215057675	82853737	106351	191.124	91.764									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_NCTC9087.fa.gz	45206	45156	106351	0.978	317.763	307.467	0.69	0.978	0.676	7.404	63.321	0.435	0.645
1	Esch_coli_STEC299.fa.gz	47757	24462	62211	0.794	146.225	111.728	0.451	0.794	0.811	27.091	12.817	0.183	0.225
2	Esch_coli_ST540_GCF_000599625.1.fa.gz	46341	7911	42795	0.663	211.164	135.433	0.32	0.663	1.408	35.397	5.002	0.066	0.093
3	Esch_coli_SCU-104.fa.gz	49924	6179	37548	0.491	161.621	66.713	0.208	0.491	0.891	21.871	2.212	0.022	0.025
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1042_straingst	1408104228	94579194	98790	122.368	85.851									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_OSUCMP42NDM.fa.gz	47339	47273	98790	0.955	189.303	177.966	0.707	0.955	0.606	39.12	60.716	0.374	0.617
1	Esch_coli_RIVM_C018249.fa.gz	48626	21641	53627	0.848	93.883	77.513	0.487	0.848	0.659	26.415	12.234	0.196	0.297
2	Esch_coli_BEC1-S17-ESBL-09.fa.gz	49682	13506	35278	0.562	80.544	43.328	0.337	0.562	0.883	20.316	4.343	0.053	0.06
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1045_straingst	1506541750	71928387	108966	94.236	68.16									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_BL21_TaKaRa.fa.gz	44349	44284	108966	0.978	177.251	171.879	0.748	0.978	0.699	31.096	50.964	0.489	0.7
1	Esch_coli_str_TO60.fa.gz	49207	25493	65649	0.963	46.215	43.321	0.438	0.963	0.718	14.502	7.531	0.281	0.391
2	Esch_coli_EM10-18-28.fa.gz	48410	15191	41099	0.864	17.664	15.015	0.159	0.864	0.678	5.013	1.539	0.07	0.103
3	Esch_coli_MB19.fa.gz	46620	6909	27969	0.655	49.976	31.024	0.185	0.655	0.702	17.549	1.5	0.036	0.052
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1048_straingst	1271219406	61075116	59752	188.791	88.739									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_2017_11_01CC.fa.gz	46241	46205	59752	0.935	237.517	219.318	0.909	0.935	0.892	88.739	80.699	0.663	0.743
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1049_straingst	1572201376	59750416	76803	177.161	86.544									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_S50.fa.gz	46646	46598	76803	0.968	207.619	196.419	0.688	0.968	0.434	26.255	59.567	0.271	0.624
1	Esch_coli_SCU-104.fa.gz	49924	17455	31696	0.737	215.716	147.203	0.654	0.737	0.948	60.29	17.641	0.248	0.261
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1050_straingst	1337466962	58100605	85774	128.921	82.679									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_TUM20902.fa.gz	48117	48065	85774	0.931	191.003	175.363	0.773	0.931	0.898	66.882	63.907	0.56	0.624
1	Esch_coli_str_TO60.fa.gz	49207	24221	41024	0.947	39.372	36.388	0.36	0.947	0.706	15.797	6.756	0.216	0.306
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1051_straingst	1462873741	56851856	81655	167.781	93.652									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_LD22-1.fa.gz	46889	46829	81655	0.966	275.553	263.49	0.909	0.966	0.924	67.03	85.171	0.756	0.819
1	Esch_coli_EcPF16.fa.gz	45542	13410	36439	0.872	42.232	35.469	0.398	0.872	0.585	11.875	3.376	0.155	0.264
2	Esch_coli_NCTC11023.fa.gz	45959	6606	24744	0.655	35.971	23.244	0.209	0.655	1.383	14.748	1.065	0.042	0.059
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1053_straingst	1664060330	92903928	113626	111.924	76.425									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_14EC033.fa.gz	45189	45111	113626	0.958	225.728	215.072	0.767	0.958	0.732	57.074	58.645	0.494	0.675
1	Esch_coli_FDAARGOS_1291.fa.gz	49068	22750	70393	0.944	67.933	61.786	0.493	0.944	0.8	10.466	8.764	0.331	0.414
2	Esch_coli_EC-1639.fa.gz	49632	9630	48926	0.845	40.968	34.394	0.222	0.845	0.622	6.226	2.004	0.084	0.134
3	Esch_coli_Eco-15.fa.gz	47000	16355	40785	0.95	8.24	7.745	0.11	0.95	0.758	2.659	0.769	0.071	0.094
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1055_straingst	2875897424	132143518	92340	240.456	77.206									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Z0117EC0005.fa.gz	47656	47582	92340	0.967	388.256	372.448	0.804	0.967	0.815	59.291	62.089	0.592	0.726
1	Shig_sp._PIB.fa.gz	46795	23695	46349	0.747	105.909	78.343	0.431	0.747	0.864	17.915	6.52	0.155	0.18
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1057_straingst	1179570415	101586535	64239	143.699	78.258									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_AR_0374.fa.gz	47293	47252	64239	0.923	200.524	180.568	0.947	0.923	0.966	78.258	74.126	0.719	0.744
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1058_straingst	1514692799	75694926	82483	97.862	53.291									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_CE10.fa.gz	51351	51279	82483	0.97	123.85	117.877	0.763	0.97	0.652	22.927	40.651	0.453	0.695
1	Esch_coli_Z0117EC0056.fa.gz	50477	20119	32767	0.896	68.568	60.073	0.646	0.896	0.951	30.365	8.16	0.441	0.464
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1060_straingst	1342839218	62081552	84818	140.109	88.497									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_AR435.fa.gz	47069	46964	84818	0.985	214.846	208.42	0.836	0.985	0.885	61.979	73.996	0.706	0.799
1	Esch_coli_str_TO60.fa.gz	49207	25379	38569	0.96	57.067	53.604	0.714	0.96	0.892	26.518	10.353	0.563	0.631
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1062_straingst	1686291729	66918487	64445	222.858	85.17									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_RIVM_C029020.fa.gz	51218	51180	64445	0.959	261.476	245.336	0.894	0.959	0.923	85.17	76.131	0.728	0.789
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1064_straingst	1830829390	62155429	63003	243.24	83.704									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_SCU-172.fa.gz	49745	49656	63003	0.91	287.676	256.702	0.848	0.91	0.892	83.704	70.997	0.57	0.639
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1066_straingst	1916398133	82229748	75696	210.187	83.022									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_53.fa.gz	47777	47702	75696	0.97	321.772	308.405	0.936	0.97	0.952	44.993	77.668	0.812	0.853
1	Esch_coli_ST540_GCF_000599625.1.fa.gz	46341	12941	29439	0.379	79.994	29.188	0.382	0.379	5.239	38.029	2.046	0.004	0.021
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1069_straingst	1850094116	71599103	90935	187.346	92.084									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_1190.fa.gz	48261	48203	90935	0.929	301.701	277.989	0.793	0.929	0.837	52.181	73.031	0.532	0.636
1	Esch_coli_NCTC86EC.fa.gz	49537	22466	46151	0.742	103.596	73.081	0.49	0.742	1.206	32.885	9.328	0.166	0.2
2	Esch_coli_NCTC9082.fa.gz	48890	11071	29492	0.541	74.403	39.499	0.248	0.541	2.136	7.018	2.409	0.018	0.039
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1075_straingst	906427832	41308758	57418	142.204	90.08									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_SCU-104.fa.gz	49924	49895	57418	0.882	165.718	140.081	0.893	0.882	0.888	90.08	80.418	0.543	0.612
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1076_straingst	1696034476	68458831	105838	145.312	90.68									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Eco-15.fa.gz	47000	46945	105838	0.989	215.075	210.876	0.65	0.989	0.357	18.35	58.902	0.224	0.629
1	Esch_coli_MB19.fa.gz	46620	22645	59389	0.867	164.31	138.392	0.598	0.867	0.795	28.557	19.015	0.31	0.39
2	Esch_coli_DE17.fa.gz	48345	11100	39761	0.791	104.626	82.034	0.424	0.791	0.881	28.644	5.416	0.185	0.21
3	Esch_coli_MDR_56.fa.gz	48219	11955	30981	0.764	22.381	16.382	0.164	0.764	0.606	15.128	1.205	0.044	0.073
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1080_straingst	1381985155	52379023	62902	196.557	89.464									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_S50.fa.gz	46646	46587	62902	0.949	242.634	225.465	0.868	0.949	0.924	47.316	77.626	0.685	0.742
1	Esch_coli_600468.fa.gz	47174	4305	18688	0.495	253.851	123.475	0.33	0.495	0.526	42.148	3.911	0.021	0.04
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1081_straingst	1350535062	54562291	76649	158.177	89.773									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_G4_9.fa.gz	45836	45777	76649	0.926	231.764	211.902	0.811	0.926	0.875	69.057	72.778	0.564	0.645
1	Esch_coli_14EC033.fa.gz	45189	16397	34240	0.916	46.462	42.242	0.304	0.916	0.614	20.716	5.165	0.143	0.233
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1083_straingst	1919328776	72961695	96956	177.268	89.548									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_DE17.fa.gz	48345	48295	96956	0.947	286.527	266.858	0.763	0.947	0.778	53.555	68.299	0.505	0.648
1	Esch_coli_EcPF20.fa.gz	47166	23109	51205	0.91	95.452	84.89	0.492	0.91	0.868	17.124	10.461	0.322	0.371
2	Esch_coli_HS30-1.fa.gz	43127	7884	30171	0.665	66.989	43.428	0.17	0.665	0.77	18.869	1.831	0.039	0.05
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1084_straingst	2100782673	76397853	61903	273.337	80.543									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Nissle_1917.fa.gz	49570	49534	61903	0.956	337.235	317.739	0.944	0.956	0.94	80.543	76.055	0.777	0.826
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1085_straingst	1943165831	73887322	96073	180.026	89.008									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_CU37RT-2.fa.gz	48955	48882	96073	0.983	244.735	236.418	0.68	0.983	0.551	24.602	60.54	0.356	0.647
1	Esch_coli_81.fa.gz	46235	22884	48005	0.892	191.463	165.492	0.707	0.892	0.776	38.876	20.123	0.39	0.502
2	Esch_coli_Res13-Lact-EB12-05.fa.gz	46223	7679	27582	0.648	94.705	59.293	0.29	0.648	0.665	25.53	2.424	0.052	0.079
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1090_straingst	1633021015	77307420	88335	160.402	86.766									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_NCTC9082.fa.gz	48890	48808	88335	0.93	251.391	228.964	0.805	0.93	0.708	33.509	69.861	0.458	0.647
1	Esch_coli_30COLEC.fa.gz	45626	12102	42954	0.854	103.703	86.664	0.388	0.854	0.79	27.849	6.566	0.191	0.242
2	Esch_coli_VR50.fa.gz	48478	8267	32614	0.74	51.274	36.469	0.186	0.74	0.602	25.408	1.922	0.045	0.075
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1092_straingst	1550639721	66763373	109925	130.981	92.853									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_VCSW8.fa.gz	46034	45968	109925	0.954	261.777	247.847	0.797	0.954	0.773	28.119	74.008	0.534	0.691
1	Esch_coli_UPEC-774U_190308.fa.gz	49071	24828	66086	0.953	34.05	31.939	0.276	0.953	0.375	5.158	5.197	0.09	0.239
2	Esch_coli_81.fa.gz	46235	10393	42419	0.744	87.877	62.012	0.321	0.744	0.657	29.41	4.385	0.087	0.133
3	Esch_coli_LD91-1.fa.gz	46577	4568	34682	0.497	154.188	76.072	0.244	0.497	0.742	30.166	2.256	0.022	0.03
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1093_straingst	1968948465	65085649	74795	210.781	80.07									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_G6_7.fa.gz	50857	50792	74795	0.911	318.045	280.102	0.934	0.911	0.896	70.829	74.755	0.633	0.706
1	Esch_coli_SCU-105.fa.gz	50553	23425	28516	0.533	15.553	8.141	0.185	0.533	0.28	9.241	0.986	0.008	0.028
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1098_straingst	1336776216	51412812	57882	197.96	85.716									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Res13-Lact-EB12-05.fa.gz	46223	46179	57882	0.921	235.926	214.04	0.876	0.921	0.888	85.716	75.062	0.608	0.684
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1099_straingst	2139508761	72002238	64125	308.554	92.479									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_NCTC11023.fa.gz	45959	45908	64125	0.927	424.755	387.159	0.913	0.927	0.93	92.479	84.454	0.675	0.727
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1103_straingst	1612819786	61959567	74604	200.907	92.933									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_G4_9.fa.gz	45836	45786	74604	0.978	283.624	274.211	0.848	0.978	0.657	60.348	78.782	0.522	0.794
1	Esch_coli_LH09-a.fa.gz	45993	12835	29805	0.897	95.582	84.285	0.482	0.897	0.814	32.586	6.827	0.284	0.349
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1104_straingst	2100367076	81586744	66212	269.849	85.067									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_FDAARGOS_348.fa.gz	50818	50720	66212	0.958	350.991	328.76	0.954	0.958	0.882	85.067	81.158	0.739	0.838
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1108_straingst	1507988686	66620530	98827	130.013	85.205									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_NCTC10973.fa.gz	45616	45563	98827	0.958	219.239	207.689	0.745	0.958	0.768	45.708	63.478	0.504	0.656
1	Esch_coli_WP8-S18-ESBL-07.fa.gz	47916	21473	55165	0.936	38.71	35.181	0.237	0.936	0.256	7.129	5.158	0.05	0.194
2	Esch_coli_BEC1-S17-ESBL-07.fa.gz	45888	9221	35073	0.647	157.25	100.624	0.376	0.647	0.804	32.369	6.224	0.082	0.102
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1109_straingst	1734619051	79778696	99325	155.136	88.831									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_LH09-a.fa.gz	45993	45920	99325	0.962	274.562	262.067	0.787	0.962	0.799	46.083	69.95	0.561	0.702
1	Esch_coli_WP8-S18-ESBL-07.fa.gz	47916	21084	55132	0.921	91.385	81.632	0.542	0.921	0.789	30.51	10.23	0.334	0.423
2	Esch_coli_H15.fa.gz	46628	5978	35714	0.774	44.29	34.134	0.137	0.774	0.407	12.238	1.182	0.026	0.063
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1110_straingst	1072246801	73221852	68666	125.764	80.539									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_MB19.fa.gz	46620	46538	68666	0.919	178.039	160.912	0.882	0.919	0.875	57.1	70.997	0.598	0.684
1	Esch_coli_EC-107.fa.gz	48963	9567	25908	0.516	65.685	31.389	0.317	0.516	0.75	23.438	3.023	0.033	0.043
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1111_straingst	1896717668	69114901	103869	169.622	92.889									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_190693.fa.gz	50189	50113	103869	0.964	318.401	301.308	0.873	0.964	0.938	79.308	81.135	0.735	0.784
1	Esch_coli_str_TO60.fa.gz	49207	23678	55537	0.936	21.281	19.571	0.212	0.936	0.454	3.845	2.488	0.079	0.174
2	Esch_coli_BE311.fa.gz	47354	15537	33364	0.766	25.998	19.681	0.176	0.766	8.314	9.736	1.63	0.009	0.079
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1119_straingst	1412527615	74202615	64434	189.108	86.264									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_TUM20902.fa.gz	48117	48078	64434	0.953	231.278	217.102	0.87	0.953	0.92	31.885	75.026	0.693	0.753
1	Esch_coli_FDAARGOS_1289.fa.gz	50469	4586	18612	0.528	207.016	105.07	0.316	0.528	0.798	54.379	3.548	0.037	0.046
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C1120_straingst	1518104307	64176679	63710	216.758	90.967									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_STEC719.fa.gz	48838	48788	63710	0.914	289.253	260.759	0.934	0.914	0.752	90.967	85.004	0.538	0.714
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C2048_straingst	1631504253	60296445	61306	233.988	87.924									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_MB19.fa.gz	46620	46574	61306	0.92	303.512	273.924	0.907	0.92	0.837	87.924	79.741	0.591	0.707
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C2068_straingst	1807595430	64242055	82454	188.492	85.981									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_STEC299.fa.gz	47757	47704	82454	0.871	296.665	253.007	0.793	0.871	0.904	55.028	68.214	0.474	0.525
1	Esch_coli_G6_7.fa.gz	50857	26841	40891	0.63	83.089	49.204	0.438	0.63	3.433	30.954	7.775	0.032	0.11
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C2084_straingst	1674277135	59629044	61027	244.603	89.157									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_Nissle_1917.fa.gz	49570	49540	61027	0.956	297.561	280.158	0.944	0.956	0.95	89.157	84.201	0.785	0.826
sample	totalkmers	distinct	pkmers	pkcov	pan%									
C2111_straingst	1435767122	65129106	113099	103.229	81.316									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_NCTC10973.fa.gz	45616	45519	113099	0.978	212.923	206.26	0.812	0.978	0.831	22.957	66.01	0.631	0.759
1	Esch_coli_SCU-105.fa.gz	50553	24186	68588	0.859	27.346	22.997	0.258	0.859	0.629	6.811	3.956	0.103	0.164
2	Esch_coli_str_TO60.fa.gz	49207	19293	47815	0.771	17.048	12.923	0.156	0.771	0.363	2.289	1.767	0.026	0.071
3	Esch_coli_TKEC21-17.fa.gz	45050	6242	32934	0.68	48.111	32.436	0.148	0.68	0.838	9.086	1.422	0.039	0.047
4	Esch_coli_NMBU-W12E19.fa.gz	49731	5402	28690	0.473	110.607	46.621	0.241	0.473	1.164	40.173	1.969	0.022	0.026
sample	totalkmers	distinct	pkmers	pkcov	pan%									
D1004_straingst	3120540907	128914876	85859	316.536	87.092									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Shig_flexneri_STLIN_8.fa.gz	46231	46159	85859	0.952	533.407	502.159	0.863	0.952	0.434	44.496	75.127	0.323	0.745
1	Esch_coli_Ecol_AZ147.fa.gz	46122	10298	41908	0.674	344.93	231.666	0.641	0.674	0.769	42.596	7.673	0.151	0.196
sample	totalkmers	distinct	pkmers	pkcov	pan%									
D1009_straingst	1619339095	66283756	63374	231.234	90.495									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_EC-7215.fa.gz	47391	47343	63374	0.946	277.456	259.244	0.848	0.946	0.874	90.495	76.732	0.628	0.718
sample	totalkmers	distinct	pkmers	pkcov	pan%									
D1011_straingst	1647429921	60529616	72115	193.93	84.892									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
0	Esch_coli_2017_01_04CC.fa.gz	44976	44924	72115	0.945	293.216	273.541	0.89	0.945	0.839	59.728	75.524	0.629	0.75
1	Esch_coli_EC21Z-048.fa.gz	46411	13647	29682	0.802	68.077	50.64	0.483	0.802	0.772	25.164	4.523	0.192	0.249
sample	totalkmers	distinct	pkmers	pkcov	pan%									
D1021_straingst	2933520763	125956728	93717	271.098	86.608									
i	strain	gkmers	ikmers	skmers	cov	kcov	gcov	acct	even	spec	rapct	old_rapct	wscore	score
